time,user_id,username,text,retweets,favorites,tweet_hashtags,location,user_id_str
2020-02-16 17:42:28,1044420901058555904,MattekThomas,really ca nt emphasize enough much love color,0,4,#parkinggarage #architecture #green #suburbangothic,"missouri, usa",1044420901058555904
2020-02-16 14:02:17,1925421524,umernadeemq96,heaven beneath mall,0,0,#dubai #dubaimall #downtowndubai #undergroundparking #parkinggarage #iphonography #vacations #touchdowndubai #unqofficial,islamabad,1925421524
2020-02-15 13:21:49,16959789,ltavaf,lit s living capitol hill hell garage parking columns cars  mix,0,0,#parkinggarage #carbumper,,16959789
2020-02-15 02:38:37,3074319895,CityBarker,council oks rooms hotel hotel contract facebook use spaces guests rick radin almanac,0,0,#menlopark #facebook #parkinggarage,"redwood city, california",3074319895
2020-02-14 13:34:11,108846998,BrandyCoffey,group honors fourstory structure allprecast solution award info,0,0,#starmands #parkinggarage #construction #building #design #award #architecture #parking #contest #friday,"sarasota, florida usa",108846998
2020-02-14 02:23:08,592160373,OnlyAliCat,whatcha eat pizza  photo   ps put pineapple onions mine,2,10,#tbt #firstphotoshoot #parkinggarage #theroyalprincessacademy #schoolgirl #ariel,"los angeles, ca",592160373
2020-02-13 21:01:01,1947514915,DIMEOCONSTRUCT,nearing completion garrahy courthouse parking garage,0,3,#parkinggarage #providence #constructionmanager,"providence, ri",1947514915
2020-02-13 15:03:42,2866166123,ArmourcoCondo,worried parking garage nt compliant property standard bylaws fire code pipes corroding emergency exits painted green paint peeling perimeter dado place help 9059631339,0,0,#condorenovationsgta #parkinggarage,"oakville,ontario",2866166123
2020-02-12 22:13:30,1206394305889345536,DtxExotic,parking garage action  tag owner  eventfueled meet fueledupmeet fullthrottlemeet ,0,0,#camaro #carmeet #parkinggarage #dallas,,1206394305889345536
2020-02-12 17:02:18,228106414,HighPerfSystems,epoxy flooring antislip characteristics inherently resistant moisture installed epoxy floor executive parking garage prudential plaza building newark nj see,0,0,#flooringsystems #parkinggarage #epoxyfloors,"middlesex, nj",228106414
2020-02-12 13:49:56,1217085723310002177,Axioma3A,close look park facade,0,0,#gatewaypark #sunnyislesbeach #axioma3 #axioma3architects #patterns #retail #parking #parkinggarage #architects #screens #storefronts #retail #archdaily #architizer #architectjournal #dezeen,"miami, fl",1217085723310002177
2020-02-11 19:43:02,1001881909406978048,WahlenWorks,s parking area looking days sand salt everywhere trash corners stains spills s time thorough clean call schedule 414 7710884,0,0,#powerwashing #pressurewashing #parkinggarage #parkinglot #parkingstructure #parkingramp,,1001881909406978048
2020-02-11 16:13:34,3300827461,getparkplus,s something nt want  fight club s caught tape would footage lot would customers scared ,0,0,#parkinggarage #parkinglotfight #parkingsecurity #parkingmanagement,"calgary, alberta",3300827461
2020-02-09 17:01:42,1179624949,TheCommerceClub,knew top parking garage would make great photo,1,2,#commerceclubgvl #parkinggarage #loveatthetop #photography #weddings #gvlevents #greenvilleweddings,"greenville, sc",1179624949
2020-02-09 06:28:06,229275697,Dogrules23,today  february 8 picture day brought  parking spot college,0,1,#parkingfail #parkinggarage,"burlington, vt",229275697
2020-02-08 22:27:54,1097670931152015360,RealAzma,rental listing 851 n glebe rd 1bed1batb bright ample 7036777348,0,0,#ballston #arlington #closetspace #gasfireplace #parkinggarage #rooftoppool #realtor #dcrealtor #washingtondcrealtor #washingtondcrealestate #varealtor #virginiarealtor,,1097670931152015360
2020-02-07 23:03:30,273920839,TampaPrecast,plantation pointe parking garage,0,1,#parkinggarage #durastress #howprecastbuilds,"tampa, florida",273920839
2020-02-06 16:39:32,253173474,KitchellCos,re excited top cool project today amp holualoa companies see evolution park central mall since built 1957,1,3,#kitchellbuilt #parkinggarage #redevelopment #centralphx,"arizona, california, texas",253173474
2020-02-06 16:27:34,23052569,rnadal88,next mine,0,0,#parked #smartfortwo450 #parkinggarage #roosendaal,"51.735787,3.819064",23052569
2020-02-06 16:25:48,23052569,rnadal88,hairstyling roosendaal,0,0,#parkinggarage #mercedessmartfortwo,"51.735787,3.819064",23052569
2020-02-06 00:29:33,1172390730284724224,PonceArch,could repurpose parking garage automation wave hits,0,0,#automation #yanggang #yang2020 #architect #repurpose #parkinggarage #gensler #ultrabarrio #architects #urbanplanning #design,san diego,1172390730284724224
2020-02-05 16:35:00,273994363,Stonhard,urethane technology longest track record traffic coating systems learn,0,0,#parkingsolutions #parkingmanagement #parkinggarage #retailoperations #healthcarefacilities #facilitiesmanagement #buildingmanagement,,273994363
2020-02-05 12:02:29,1039871920827772928,innovasystemsg,looking solutions meet us intertraffic amsterdam discover technology based want partner  shall talk,0,0,#innovation #alpr #accesscontrol #deeplearning #alpr #parkingmanagement #parkingsolutions #parkinggarage #accesscontrolsystem #anpr #lpr,"barcelona, spain",1039871920827772928
2020-02-04 21:41:54,111243358,gypsy_nomad,little bird told place  cocktail bar,0,0,#speakeasy #coolbars #parkinggarage #travel,"los angeles, ca",111243358
2020-02-04 17:30:17,611889243,DonleysInc,check video showing first 40 elevated slab placements north charleston parking garage project working,0,2,#construction #concrete #parkinggarage,cleveland ohio,611889243
2020-02-04 15:33:03,67745931,anthonybaccam,s dark stormy today dallas s moody bmw m4 photos                    ,0,0,#bmw #m4 #m3 #bmwm4 #bavarianmotorworks #ultimatedrivingmachine #f80 #s55 #parkinggarage,"texas, dallas",67745931
2020-02-04 05:31:14,202434455,JaredWMatthews,could use bath cant even really tell photos,0,0,#explorer #silver #suv #theride #thewhip #fordexplprer #v8 #parkinggarage #hospital #toledoohio,"wauseon, ohio",202434455
2020-02-03 13:00:11,809037571,RetrofitMag,new blog extend life decks per,1,1,#parkinggarage #routinemaintenance,,809037571
2020-02-03 06:07:48,1142364265556430854,TomorrowYear,point taken yes  target group,0,0,#parkinggarage #maze #igotthis,los angeles,1142364265556430854
2020-02-02 20:12:27,411893490,MGLMarchitects,progress ongoing fenwick high school parking garage,0,0,#architecture #chicago #oakpark #oakparkarchitecture #newconstruction #parkinggarage #parking #collegiategothic #incoming #progress,"chicago, illinois",411893490
2020-02-01 13:01:07,1183710223053328384,RundumM,matter architectural style property bespoke garage doors designed complement home  character,1,3,#liftmaster #parking #parkinggarage #cargarage,,1183710223053328384
2020-02-01 01:05:12,1604467646,WesternSpcltyCo,experts say  mind gap  comes building parking garage maintenance,0,1,#buildingmaintenance #propertymanagement #parkinggarage #mindthegap,founded in 1915,1604467646
2020-01-31 22:25:00,74511080,WestfaliaUSA,retrieve vehicle automated,0,0,#parkinggarage,"york, pa",74511080
2020-01-31 14:40:06,583033372,WehrConstructor,know wehr constructors inc industry experience would like showcase recent parking garage projects pictured uk medical education complex s parking garage witherspoon street s parking garage,0,2,#wehrbuilds #parkinggarage,fl | ky,583033372
2020-01-31 04:36:15,20217409,interraarchitec,old downtown parking garage beautiful thing caught guard textures colors old parking garage concrete metal light else need,0,0,#architecture #architects #textures #parkinggarage #modfacade #livingbui,"seattle, wa usa",20217409
2020-01-30 19:41:35,258223113,A_co_star,took new first time bar said 6  4  stopped googled truck  6  3  wyndham san antonio riverwalk,0,0,#face #truck #parkinggarage,,258223113
2020-01-30 10:46:40,164917181,madbaek,evening drive ,0,0,#eyeem #raysoflight #cars #highway #city #parkinggarage #architecturalcolumn #architecture,malaysia,164917181
2020-01-29 22:15:00,1143544655717515264,cityofeastonpa,s 5 pm know means right park 1 flat fee city  two downtown garages 5,1,4,#eastonpa #cityofeastonpa #parkinggarage #parking #downtownparking #downtown,"easton, pa",1143544655717515264
2020-01-28 18:05:07,486826827,StonhardCanada,re proud installed 55000 square foot solution unique environmentally friendly condo building gta read,0,0,#parkingdeck #parkinggarage #condo #condominium #gta #toronto #environmentallyfriendly #propertymanagement,canada,486826827
2020-01-28 06:22:21,1151393153963851777,BeMiGuestUS,find affordable parking space,0,0,#bemiguest #parkinggarage #parkingspace,"pottstown, pa",1151393153963851777
2020-01-27 16:59:53,2705012426,rachelsrearick,,0,1,#greghull #breath #kinetic #artwork #parkinggarage #groundtransportationcenter #airportart #publicart #sculpture,"pittsburgh, pa",2705012426
2020-01-26 15:12:16,98326125,jonestowne,jan 13 2020 new york,0,0,#parkinggarage #downtown #oneonta #marketstreet #oneontany #city #cityworkers #street #streetphotography #streetlife #otsegocounty #upstateny #upstatenewyork,upstate new york,98326125
2020-01-26 14:28:56,42723425,KissMyBigFatAss,aye man  trying come event alternatives parking   park 17th,2,1,#miamibeach #superbowl #parkinggarage #retweet #share,🗽,42723425
2020-01-24 20:23:18,1540237524,RandR1006,great location close shopping entertainment marina updated 2 bedroom condo heart everett,0,0,#condoliving #rooftopdeck #360degreeviews #viewhome #randrhomesales #everett #securecondo #parkinggarage #fitnesscenter #petswelcome #snohomies #snohomishcounty #bhhsnw,"puget sound, washington",1540237524
2020-01-23 16:32:07,284075616,RJC_Engineers,hard work early morning condition assessment,0,1,#rjcteam #parkinggarage #justanotherday #engineering #buildingscience #cityviews,canada,284075616
2020-01-22 20:20:27,875435334686785536,BuchBuilds,team always happy see blue skies forecast concrete pour one parking garage senior living campus features 225 cy elevated post tensioned slab beams,2,4,#generalcontractor #parkinggarage #buchconstruction #concrete #seniorliving,"maryland, usa",875435334686785536
2020-01-22 20:16:21,22572822,woodwarddotCA,leading lines   ,0,0,#documentingspace #urbanabstract #parkinggarage,"edmonton, alberta",22572822
